MIN=0	-10	-10
MAX=2000	10	10
SCALE=2000	5	5
DEC=1	2	2
DEF="Zeit" t / ms	"Spannung" U_B1 / V	"Spannung" U_A1 / V
0	0,005	1,575
0,2	0,005	1,57
0,4	0,005	1,575
0,6	0,005	1,575
0,8	0	1,57
1	0,01	1,575
1,2	0,01	1,575
1,4	0,005	1,575
1,6	0,01	1,58
1,8	0,01	1,575
2	0,01	1,575
2,2	0,01	1,58
2,4	0,01	1,575
2,6	0,01	1,575
2,8	0,01	1,58
3	0,005	1,575
3,2	0,005	1,58
3,4	0,005	1,575
3,6	0,01	1,58
3,8	0	1,58
4	0	1,58
4,2	-0,005	1,575
4,4	0	1,585
4,6	-0,005	1,58
4,8	-0,005	1,58
5	-0,005	1,58
5,2	0	1,58
5,4	-0,005	1,58
5,6	-0,005	1,58
5,8	-0,01	1,58
6	-0,005	1,585
6,2	0	1,585
6,4	-0,005	1,585
6,6	0	1,585
6,8	-0,005	1,585
7	-0,005	1,585
7,2	-0,005	1,59
7,4	0	1,585
7,6	-0,005	1,585
7,8	0	1,585
8	0	1,585
8,2	0	1,59
8,4	-0,005	1,585
8,6	0,005	1,585
8,8	0	1,59
9	0,005	1,585
9,2	0,025	1,585
9,4	0,01	1,59
9,6	0,01	1,585
9,8	0,01	1,59
10	0,015	1,59
10,2	0,01	1,59
10,4	0,01	1,59
10,6	0,015	1,595
10,8	0,015	1,59
11	0,01	1,59
11,2	0,015	1,595
11,4	0,01	1,59
11,6	0,015	1,59
11,8	0,01	1,595
12	0,01	1,595
12,2	0,015	1,59
12,4	0,01	1,595
12,6	0,01	1,595
12,8	0,01	1,595
13	0,01	1,595
13,2	0,01	1,595
13,4	0,01	1,595
13,6	0,01	1,595
13,8	0,01	1,595
14	0,01	1,6
14,2	0,005	1,595
14,4	0,01	1,595
14,6	0,005	1,6
14,8	0,01	1,595
15	0,01	1,6
15,2	0,01	1,6
15,4	0,01	1,6
15,6	0,01	1,6
15,8	0,01	1,6
16	0,005	1,6
16,2	0,01	1,6
16,4	0,01	1,6
16,6	0,015	1,6
16,8	0,01	1,605
17	0,01	1,6
17,2	0,005	1,6
17,4	0,015	1,605
17,6	0,01	1,6
17,8	0,005	1,6
18	0,01	1,605
18,2	0,01	1,6
18,4	0,01	1,6
18,6	0,01	1,605
18,8	0,01	1,6
19	0,01	1,605
19,2	0,01	1,605
19,4	0,01	1,605
19,6	0,01	1,605
19,8	0,005	1,605
20	0,015	1,605
20,2	0,005	1,61
20,4	0,01	1,605
20,6	0,005	1,605
20,8	0,01	1,61
21	0,005	1,605
21,2	0,005	1,605
21,4	0,01	1,61
21,6	0,005	1,61
21,8	0,005	1,605
22	0	1,61
22,2	0,005	1,61
22,4	0,005	1,61
22,6	0,005	1,61
22,8	0	1,61
23	0	1,61
23,2	0	1,61
23,4	0,005	1,61
23,6	0,005	1,61
23,8	0,005	1,61
24	0,005	1,61
24,2	0	1,615
24,4	0,005	1,61
24,6	0,005	1,61
24,8	0,005	1,615
25	0,01	1,61
25,2	0,01	1,61
25,4	0,01	1,61
25,6	0,01	1,61
25,8	0,01	1,615
26	0,01	1,615
26,2	0,01	1,61
26,4	0,015	1,615
26,6	0,01	1,61
26,8	0,01	1,61
27	0,01	1,62
27,2	0,015	1,615
27,4	0,005	1,615
27,6	0,01	1,62
27,8	0,01	1,615
28	0,005	1,61
28,2	0,01	1,615
28,4	0,01	1,615
28,6	0,01	1,62
28,8	0,005	1,615
29	0,005	1,615
29,2	0,01	1,62
29,4	0,01	1,615
29,6	0	1,615
29,8	0,01	1,615
30	0,005	1,615
30,2	0,015	1,62
30,4	0,01	1,62
30,6	0,005	1,62
30,8	0,005	1,62
31	0,01	1,62
31,2	0,005	1,62
31,4	0,005	1,62
31,6	0,005	1,62
31,8	0,01	1,62
32	0,01	1,62
32,2	0,01	1,625
32,4	0,01	1,62
32,6	0,01	1,62
32,8	0,01	1,625
33	0,01	1,62
33,2	0,01	1,625
33,4	0,01	1,625
33,6	0,01	1,625
33,8	0,015	1,625
34	0,01	1,625
34,2	0,015	1,625
34,4	0,015	1,625
34,6	0,015	1,62
34,8	0,01	1,62
35	0,015	1,625
35,2	0,01	1,625
35,4	0,01	1,62
35,6	0,01	1,625
35,8	0,01	1,625
36	0,01	1,625
36,2	0,01	1,625
36,4	0,015	1,625
36,6	0,01	1,63
36,8	0,01	1,625
37	0,01	1,63
37,2	0,005	1,63
37,4	0,01	1,63
37,6	0,025	1,63
37,8	0,01	1,63
38	0,01	1,63
38,2	0,005	1,63
38,4	0,01	1,63
38,6	0,005	1,63
38,8	0,005	1,63
39	0,005	1,635
39,2	0,005	1,63
39,4	0,01	1,63
39,6	0,01	1,635
39,8	0,01	1,63
40	0,01	1,63
40,2	0,005	1,63
40,4	0,01	1,63
40,6	0,01	1,635
40,8	0,01	1,63
41	0,01	1,63
41,2	0,01	1,63
41,4	0,01	1,635
41,6	0,01	1,63
41,8	0,01	1,635
42	0,01	1,63
42,2	0,01	1,63
42,4	0,01	1,635
42,6	0,015	1,635
42,8	0,015	1,635
43	0,01	1,635
43,2	0,01	1,63
43,4	0,015	1,635
43,6	0,01	1,635
43,8	0,01	1,635
44	0,015	1,64
44,2	0,01	1,635
44,4	0,005	1,635
44,6	0,01	1,64
44,8	0,005	1,635
45	0,005	1,635
45,2	0,005	1,64
45,4	-0,005	1,635
45,6	0	1,635
45,8	0	1,64
46	0	1,635
46,2	0	1,64
46,4	0	1,635
46,6	0,015	1,635
46,8	0	1,64
47	0	1,64
47,2	0	1,64
47,4	0,005	1,64
47,6	0,005	1,64
47,8	0	1,64
48	0,005	1,645
48,2	0,01	1,64
48,4	0,005	1,64
48,6	0,01	1,64
48,8	0,015	1,64
49	0,01	1,64
49,2	0,015	1,645
49,4	0,015	1,645
49,6	0,015	1,645
49,8	0,015	1,64
50	0,015	1,64
50,2	0,015	1,64
50,4	0,015	1,64
50,6	0,015	1,64
50,8	0,015	1,64
51	0,015	1,64
51,2	0,015	1,645
51,4	0,015	1,645
51,6	0,015	1,645
51,8	0,01	1,645
52	0,015	1,645
52,2	0,015	1,645
52,4	0,015	1,645
52,6	0,015	1,65
52,8	0,015	1,645
53	0,01	1,645
53,2	0,01	1,65
53,4	0,01	1,645
53,6	0,015	1,645
53,8	0,01	1,645
54	0,01	1,645
54,2	0,01	1,65
54,4	0,005	1,645
54,6	0,01	1,645
54,8	0,015	1,65
55	0,01	1,645
55,2	0,01	1,645
55,4	0,015	1,65
55,6	0,01	1,65
55,8	0,01	1,65
56	0,015	1,65
56,2	0,015	1,65
56,4	0,01	1,65
56,6	0,015	1,65
56,8	0,015	1,65
57	0,01	1,65
57,2	0,015	1,65
57,4	0,015	1,65
57,6	0,015	1,65
57,8	0,015	1,65
58	0,015	1,65
58,2	0,015	1,65
58,4	0,015	1,65
58,6	0,01	1,65
58,8	0,02	1,655
59	0,015	1,65
59,2	0,015	1,65
59,4	0,015	1,655
59,6	0,015	1,65
59,8	0,01	1,65
60	0,015	1,655
60,2	0,015	1,655
60,4	0,015	1,65
60,6	0,01	1,655
60,8	0,01	1,65
61	0,01	1,655
61,2	0,01	1,655
61,4	0,01	1,65
61,6	0,01	1,655
61,8	0,005	1,655
62	0,01	1,655
62,2	0,01	1,655
62,4	0,01	1,655
62,6	0,01	1,655
62,8	0,005	1,66
63	0,01	1,655
63,2	0,01	1,655
63,4	0,015	1,66
63,6	0,01	1,655
63,8	0,015	1,655
64	0,015	1,655
64,2	0,01	1,655
64,4	0,015	1,66
64,6	0,015	1,655
64,8	0,01	1,655
65	0,015	1,66
65,2	0,015	1,66
65,4	0,015	1,655
65,6	0,01	1,66
65,8	0,005	1,655
66	0,005	1,655
66,2	0,01	1,66
66,4	0,01	1,655
66,6	0,01	1,66
66,8	0,005	1,66
67	0	1,655
67,2	0,01	1,66
67,4	0,005	1,66
67,6	0	1,66
67,8	0,005	1,66
68	0	1,66
68,2	-0,005	1,66
68,4	0,005	1,665
68,6	0	1,66
68,8	0	1,66
69	0	1,66
69,2	0	1,66
69,4	0	1,66
69,6	0	1,665
69,8	0	1,66
70	0,005	1,66
70,2	0	1,66
70,4	0	1,66
70,6	0	1,665
70,8	0,005	1,665
71	0,005	1,66
71,2	0,01	1,665
71,4	0,01	1,665
71,6	0,015	1,66
71,8	0,015	1,665
72	0,01	1,665
72,2	0,01	1,665
72,4	0,01	1,665
72,6	0,015	1,665
72,8	0,015	1,665
73	0,015	1,67
73,2	0,015	1,66
73,4	0,015	1,665
73,6	0,015	1,665
73,8	0,015	1,665
74	0,015	1,665
74,2	0,015	1,67
74,4	0,02	1,665
74,6	0,02	1,67
74,8	0,02	1,665
75	0,02	1,665
75,2	0,02	1,67
75,4	0,015	1,665
75,6	0,015	1,665
75,8	0,015	1,67
76	0,015	1,665
76,2	0,015	1,665
76,4	0,02	1,67
76,6	0,015	1,665
76,8	0,015	1,665
77	0,015	1,67
77,2	0,015	1,665
77,4	0,015	1,67
77,6	0,015	1,67
77,8	0,015	1,67
78	0,015	1,67
78,2	0,015	1,67
78,4	0,02	1,67
78,6	0,015	1,67
78,8	0,01	1,67
79	0,005	1,67
79,2	0,015	1,675
79,4	0,015	1,67
79,6	0,015	1,67
79,8	0,015	1,675
80	0,015	1,67
80,2	0,015	1,67
80,4	0,015	1,67
80,6	0,015	1,67
80,8	0,015	1,67
81	0,02	1,67
81,2	0,015	1,67
81,4	0,02	1,675
81,6	0,015	1,67
81,8	0,025	1,67
82	0,02	1,675
82,2	0,02	1,675
82,4	0,015	1,67
82,6	0,02	1,675
82,8	0,015	1,67
83	0,015	1,67
83,2	0,02	1,675
83,4	0,015	1,67
83,6	0,015	1,67
83,8	0,015	1,675
84	0,01	1,67
84,2	0,015	1,67
84,4	0,01	1,675
84,6	0,015	1,67
84,8	0,015	1,675
85	0,015	1,67
85,2	0,015	1,67
85,4	0,015	1,68
85,6	0,01	1,675
85,8	0,01	1,675
86	0,015	1,675
86,2	0,01	1,675
86,4	0,01	1,675
86,6	0,005	1,67
86,8	0,01	1,675
87	0,01	1,675
87,2	0,01	1,675
87,4	0,01	1,675
87,6	0,01	1,68
87,8	0,01	1,68
88	0,005	1,675
88,2	0,01	1,68
88,4	0,015	1,675
88,6	0,005	1,68
88,8	0,015	1,68
89	0,015	1,675
89,2	0,015	1,675
89,4	0,02	1,68
89,6	0,015	1,675
89,8	0,02	1,675
90	0,015	1,68
90,2	0,02	1,675
90,4	0,02	1,675
90,6	0,02	1,675
90,8	0,02	1,68
91	0,02	1,68
91,2	0,02	1,675
